,tweetid,tweet,lan_tag,ftid,sentiment
1690,1134728626694500353,@Sandeep58750539 @jigneshmevani80 Tera BAAP bhi taklu hai ye yaad rakh Desh ke bhadve.tu  Rahul Gandhi ki nazaij au… https//t.co/QFw7HueYiq,@\O Sandeep58750539\Eng @\O jigneshmevani80\Eng Tera\Hin BAAP\Hin bhi\Hin taklu\Hin hai\Hin ye\Hin yaad\Hin rakh\Hin Desh\Hin ke\Hin bhadve\Hin .\O tu\Hin Rahul\Hin Gandhi\Eng ki\Hin nazaij\Hin au\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O QFw7HueYiq\Hin ,38554,negative
1691,1133993972479725568,@Red_sapphire1 @MaryamNSharif Mtlb agr kisi ki maa mr jati hai to uski ulad use kha gye ye bolte hain              jis jahal… https//t    co/5DRYo8yjr7,@\O Red\Eng _\O sapphire1\Eng @\O MaryamNSharif\Eng Mtlb\Eng agr\Hin kisi\Hin ki\Hin maa\Hin mr\Hin jati\Hin hai\Hin to\Hin uski\Hin ulad\Hin use\Hin kha\Hin gye\Hin ye\Hin bolte\Hin hain\Hin jis\Hin jahal\Hin …\O https\Eng //\O t\Eng co\Eng /\O 5DRYo8yjr7\Eng ,38562,negative
1692,1131532424096043008,@narendramodi PM modi ji ko bhari jit k sath bahumat se jit hasil krne pr me sare deshwasiyo ki or se thedil se sub… https//t.co/G36t39vrJ9,@\O narendramodi\Hin PM\Hin modi\Hin ji\Hin ko\Hin bhari\Hin jit\Hin k\Hin sath\Hin bahumat\Hin se\Hin jit\Hin hasil\Hin krne\Eng pr\Hin me\Hin sare\Hin deshwasiyo\Hin ki\Hin or\Hin se\Hin thedil\Hin se\Hin sub\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O G36t39vrJ9\Eng ,38597,positive
1693,1135074663611097090,RT @Abhishe58164643 @vivekoberoi @narendramodi Modi is gift for us he is not leader of Hindumuslmansikh etc he is leader of human of ind…,RT\Eng @\O Abhishe58164643\Eng @\O vivekoberoi\Eng @\O narendramodi\Hin Modi\Hin is\Eng gift\Eng for\Eng us\Eng he\Eng is\Eng not\Eng leader\Eng of\Eng Hindumuslmansikh\Eng etc\Hin he\Eng is\Eng leader\Eng of\Eng human\Eng of\Eng ind\Eng …\O ,38603,positive
1694,1134417764473548801,RT @jabidkh54835240 Bjb ko Muslim se Nafrat he to Muslim desho se patrol diasel lena band kar do to Jane ki asli bjp wale he aakhir gulam…,RT\Eng @\O jabidkh54835240\Eng Bjb\Eng ko\Hin Muslim\Hin se\Hin Nafrat\Hin he\Hin to\Eng Muslim\Eng desho\Hin se\Hin patrol\Eng diasel\Eng lena\Eng band\Hin kar\Hin do\Hin to\Hin Jane\Hin ki\Hin asli\Hin bjp\Hin wale\Hin he\Hin aakhir\Hin gulam\Hin …\O ,38631,negative
1695,1134860765050023936,@TriptiRTiwari @Swamy39 @AmitShah Iski swamy ki baato me mt aao..5 saal yahi bkwas jhada hai..bt hua kuch ni hai..😂😂😂😂,@\O TriptiRTiwari\Hin @\O Swamy39\Eng @\O AmitShah\Eng Iski\Eng swamy\Eng ki\Hin baato\Hin me\Hin mt\Hin aao\Hin ..\O 5\O saal\Hin yahi\Hin bkwas\Hin jhada\Hin hai\Hin ..\O bt\Hin hua\Hin kuch\Hin ni\Hin hai\Hin ..😂😂😂😂\O ,38636,negative
1696,1133194304099274753,@drmsee1 sir Chakia railway station me tatkal ticket sirf dalal logo hi milta hai customer ko nahi bahut bada racke… https//t    co/skNExnudXL,@\O drmsee1\Hin sir\Hin Chakia\Eng railway\Eng station\Eng me\Hin tatkal\Hin ticket\Hin sirf\Hin dalal\Hin logo\Eng hi\Hin milta\Hin hai\Hin customer\Eng ko\Eng nahi\Hin bahut\Hin bada\Hin racke\Eng …\O https\Eng //\O t\Eng co\Eng /\O skNExnudXL\Eng ,38640,negative
1697,1131893878079066114,Seen karke log mujhe ignore karty msgs 😔 https//t.co/Yfop5lks45,Seen\Hin karke\Hin log\Hin mujhe\Hin ignore\Hin karty\Hin msgs\Eng 😔\EMT https\Eng //\O t\Eng .\O co\Eng /\O Yfop5lks45\Eng ,38666,negative
1698,1133959850830966784,RT @susantakumarna8 Just 1 day to go @cricketworldcup Dil to Dhadak ta hai ji.... Kon jitega #WC19 Vote kare apko kya lagta Can govt. gi…,RT\Eng @\O susantakumarna8\Eng Just\Eng 1\O day\Eng to\Eng go\Eng @\O cricketworldcup\Hin Dil\Hin to\Hin Dhadak\Hin ta\Hin hai\Hin ji\Hin ....\O Kon\Hin jitega\Hin #\O WC19\Eng Vote\Eng kare\Hin apko\Hin kya\Hin lagta\Hin Can\Eng govt\Eng .\O gi\Hin …\O ,38689,positive
1699,1135208682986168320,HPCL ne itna lube (engine oil etc)bechne ko majboor kar diya k financially mai barbaad ho gaya aur mera petrol pump… https//t.co/AGGxZ040kK,HPCL\Eng ne\Hin itna\Hin lube\Hin (\O engine\Eng oil\Eng etc\Eng )\O bechne\Hin ko\Hin majboor\Hin kar\Hin diya\Hin k\Eng financially\Eng mai\Eng barbaad\Hin ho\Hin gaya\Hin aur\Hin mera\Hin petrol\Eng pump\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O AGGxZ040kK\Eng ,38704,negative
1700,1134883913715802112,@ZeeNews Bhik mango BJP se.Tum log ab garib ho chuke ho..Bhik mango Hindu se agar bachna chahoge toh..Ghamand chhod… https//t.co/4wjndr9Zbe,@\O ZeeNews\Hin Bhik\Hin mango\Hin BJP\Eng se\Hin .\O Tum\Hin log\Hin ab\Hin garib\Hin ho\Hin chuke\Hin ho\Hin ..\O Bhik\Hin mango\Hin Hindu\Hin se\Hin agar\Hin bachna\Hin chahoge\Hin toh\Hin ..\O Ghamand\Hin chhod\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O 4wjndr9Zbe\Eng ,38734,negative
1701,1133436831247130624,@HardikPatel_ @RahulGandhi RAHUL kami ye hai ki wo na mard hai tu hai kya  ussko baacha dega kya...harami saale..… https//t.co/I0IOEv2ClN,@\O HardikPatel\Hin _\O @\O RahulGandhi\Hin RAHUL\Hin kami\Hin ye\Hin hai\Hin ki\Hin wo\Hin na\Hin mard\Hin hai\Hin tu\Hin hai\Hin kya\Hin ussko\Hin baacha\Hin dega\Hin kya\Hin ...\O harami\Hin saale\Hin ..…\O https\Eng //\O t\Eng .\O co\Eng /\O I0IOEv2ClN\Eng ,38874,negative
1702,1134930383873675265,RT @Mahendr83278547 @IndiaToday Teri kimat dokodi ki ho gayi...amit shah will capture telegana soon...kcr will resign...,RT\Eng @\O Mahendr83278547\Eng @\O IndiaToday\Eng Teri\Hin kimat\Hin dokodi\Hin ki\Hin ho\Hin gayi\Hin ...\O amit\Hin shah\Hin will\Eng capture\Eng telegana\Eng soon\Eng ...\O kcr\Eng will\Eng resign\Eng ...\O ,38961,negative
1703,1134310502035705857,@sardanarohit @aajtak Dalaalo me b Khalbali machegi ek din.... Bhagne ji jagah nahi milegi beta... Media Patrakarit… https//t.co/eDJtsyuY5Y,@\O sardanarohit\Hin @\O aajtak\Hin Dalaalo\Hin me\Hin b\Hin Khalbali\Hin machegi\Hin ek\Hin din\Hin ....\O Bhagne\Hin ji\Hin jagah\Hin nahi\Hin milegi\Hin beta\Hin ...\O Media\Eng Patrakarit\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O eDJtsyuY5Y\Eng ,38980,negative
1704,1134131818544947205,@arrpaak @PshaKhasraw Sali 10 qsa akait 9 danai gw khwardna except for this one     This one is nothing but truth,@\O arrpaak\Hin @\O PshaKhasraw\Hin Sali\Hin 10\O qsa\Hin akait\Hin 9\O danai\Hin gw\Hin khwardna\Eng except\Eng for\Eng this\Eng one\Eng This\Eng one\Eng is\Eng nothing\Eng but\Eng truth\Eng ,39002,neutral
1705,1132977137198043143,@MPRakeshSingh @RajTiwa56444261 @INCIndia @RahulGandhi @BJP4India Chor Congress gaddar Congress khuni Congress,@\O MPRakeshSingh\Eng @\O RajTiwa56444261\Eng @\O INCIndia\Eng @\O RahulGandhi\Eng @\O BJP4India\Eng Chor\Eng Congress\Hin gaddar\Hin Congress\Hin khuni\Hin Congress\Hin ,39051,negative
1706,1135041513694617600,Teri batto se teri badniyati pta chalti hai loktantra ki majak udakar tu yeh thik nhi kar rahi hai janta maf nhi… https//t.co/T0AB4azVnw,Teri\Hin batto\Hin se\Hin teri\Hin badniyati\Hin pta\Hin chalti\Hin hai\Hin loktantra\Hin ki\Hin majak\Hin udakar\Hin tu\Hin yeh\Hin thik\Hin nhi\Hin kar\Hin rahi\Hin hai\Hin janta\Hin maf\Hin nhi\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O T0AB4azVnw\Eng ,39061,negative
1707,1134111748842070016,RT @TeetasaH OT7 zindabaad                @BigHitEnt @bts_bighit @BTS_twt @BangtanINDIA @BangtanINDIA7 @sanampuri3 solo stans back off Video par…,RT\Hin @\O TeetasaH\Hin OT7\Hin zindabaad\Hin @\O BigHitEnt\Hin @\O bts\Eng _\O bighit\Eng @\O BTS\Eng _\O twt\Hin @\O BangtanINDIA\Hin @\O BangtanINDIA7\Hin @\O sanampuri3\Eng solo\Eng stans\Eng back\Eng off\Eng Video\Eng par\Hin …\O ,39063,neutral
1708,1131882067573202950,@SanjayAzadSln @GautamGambhir Bhut fudak rha tha na tu January tk kr lo mje fir baithna ghar pr,@\O SanjayAzadSln\Eng @\O GautamGambhir\Eng Bhut\Hin fudak\Hin rha\Hin tha\Hin na\Hin tu\Hin January\Eng tk\Eng kr\Eng lo\Hin mje\Hin fir\Hin baithna\Hin ghar\Hin pr\Hin ,39074,negative
1709,1134491076771897345,@neerfa09 Btw Crush to nahi. Likn han Pehli Friend hai Twitter pe @kainatHjadoon  ye😊,@\O neerfa09\Eng Btw\Eng Crush\Eng to\Eng nahi\Hin .\O Likn\Hin han\Hin Pehli\Hin Friend\Hin hai\Hin Twitter\Hin pe\Hin @\O kainatHjadoon\Hin ye\Hin 😊\EMT ,39270,neutral
1710,1135034993410039808,@Beee_Xannerh Happy birthday bro Abba Kyari AKY wish you more years ahead,@\O Beee\Hin _\O Xannerh\Hin Happy\Hin birthday\Hin bro\Eng Abba\Hin Kyari\Hin AKY\Hin wish\Eng you\Eng more\Eng years\Eng ahead\Eng ,39293,positive
1711,1134498896456142848,@kuniraj @ModiLeDubega A good Suggestion  can anybody take care of Gujarati Gang??? Matter of great shame Lalu pars… https//t.co/aQmv4NdkLl,@\O kuniraj\Hin @\O ModiLeDubega\Hin A\Hin good\Eng Suggestion\Eng can\Eng anybody\Eng take\Eng care\Eng of\Eng Gujarati\Hin Gang\Hin ???\O Matter\Eng of\Eng great\Eng shame\Hin Lalu\Hin pars\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O aQmv4NdkLl\Hin ,39294,negative
1712,1134548605526667264,It's time for Indian army to do what Isrealis do. Enough is Enough. Thoko behen ke l*** ko. https//t.co/Q6kKUZvg3L,It's\Eng time\Eng for\Eng Indian\Eng army\Eng to\Eng do\Eng what\Eng Isrealis\Eng do\Eng .\O Enough\Eng is\Eng Enough\Eng .\O Thoko\Hin behen\Hin ke\Hin l\Eng ***\O ko\Eng .\O https\Eng //\O t\Eng .\O co\Eng /\O Q6kKUZvg3L\Eng ,39354,negative
1713,1134526117392650240,RT @Its_Atiffff Aak Tu Sare Thande Mulk BC Angreezon k pass hain.. 🤯 #Hot #49 #Today,RT\Eng @\O Its\Eng _\O Atiffff\Hin Aak\Hin Tu\Hin Sare\Hin Thande\Hin Mulk\Hin BC\Eng Angreezon\Eng k\Eng pass\Hin hain\Hin ..\O 🤯\O #\O Hot\Hin #49\O #\O Today\Eng ,39355,negative
1714,1133788100637757440,RT @Alfiyasayyed15 ...As salam u walaikum... Guyz Mai aap sabse maafi chahugi jinka jane anjane maine dil dukhaya ho is ramzan k pak mahin…,RT\Eng @\O Alfiyasayyed15\Eng ...\O As\Eng salam\Hin u\Hin walaikum\Hin ...\O Guyz\Hin Mai\Hin aap\Hin sabse\Hin maafi\Hin chahugi\Hin jinka\Hin jane\Hin anjane\Hin maine\Hin dil\Hin dukhaya\Hin ho\Hin is\Eng ramzan\Hin k\Hin pak\Hin mahin\Hin …\O ,39420,neutral
1715,1134731623738544128,Is election me Teri aukat pata chal jayegi Yahi janta tujhe for se ration card wali bai banayegi tension na le ..… https//t.co/rt5lhVCXA0,Is\Hin election\Eng me\Hin Teri\Hin aukat\Hin pata\Hin chal\Hin jayegi\Hin Yahi\Hin janta\Hin tujhe\Hin for\Hin se\Eng ration\Eng card\Eng wali\Hin bai\Hin banayegi\Hin tension\Hin na\Hin le\Eng ..…\O https\Eng //\O t\Eng .\O co\Eng /\O rt5lhVCXA0\Eng ,39423,negative
1716,1131893988955262976,RT @priya_lakkol 😝 and where are their chamchas?? Dhruv Rathee Swara Bhaskar and some others ?? Kahan ho??? https//t.co/t4CwFl9V5P,RT\Eng @\O priya\Hin _\O lakkol\Eng 😝\EMT and\Eng where\Eng are\Eng their\Eng chamchas\Hin ??\O Dhruv\Hin Rathee\Hin Swara\Hin Bhaskar\Eng and\Eng some\Eng others\Eng ??\O Kahan\Hin ho\Hin ???\O https\Eng //\O t\Eng .\O co\Eng /\O t4CwFl9V5P\Eng ,39454,negative
1717,1134502507508641793,@geonews_urduu Tera baap agar marr bhi aguea to bhi Teri baari nahi ani aur haan safdar uncle kidhar hotay hein aaj… https//t.co/FgiWnq8Sdw,@\O geonews\Hin _\O urduu\Hin Tera\Hin baap\Hin agar\Hin marr\Hin bhi\Hin aguea\Eng to\Eng bhi\Hin Teri\Hin baari\Hin nahi\Hin ani\Hin aur\Hin haan\Hin safdar\Hin uncle\Hin kidhar\Hin hotay\Hin hein\Hin aaj\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O FgiWnq8Sdw\Hin ,39465,negative
1718,1135241400574992384,@rabi822 waisay jo host es k saat hoti hay wo abhi tak sahi hay us ki himmat ki daad daini chahiye . warna jo bongi… https//t.co/CTDS2OjxOM,@\O rabi822\Eng waisay\Hin jo\Hin host\Eng es\Eng k\Eng saat\Hin hoti\Hin hay\Hin wo\Hin abhi\Hin tak\Hin sahi\Hin hay\Hin us\Hin ki\Hin himmat\Hin ki\Hin daad\Hin daini\Hin chahiye\Hin .\O warna\Hin jo\Hin bongi\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O CTDS2OjxOM\Eng ,39470,positive
1719,1131894202504241153,@aajtak @sardanarohit Kash Godse ne Nehru Jinnah aur baki bhrast Congressi ko maar diya hita to aaj Desh ke tukde… https//t.co/hbAaZFKBDK,@\O aajtak\Hin @\O sardanarohit\Hin Kash\Hin Godse\Eng ne\Hin Nehru\Hin Jinnah\Hin aur\Hin baki\Hin bhrast\Hin Congressi\Eng ko\Hin maar\Hin diya\Hin hita\Hin to\Hin aaj\Hin Desh\Hin ke\Hin tukde\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O hbAaZFKBDK\Hin ,39472,negative
1720,1134502770613063680,#MamataFrustrated we want to test Jay Bajrangbali and Har Har Mahadev also,#\O MamataFrustrated\Eng we\Eng want\Eng to\Eng test\Eng Jay\Hin Bajrangbali\Hin and\Hin Har\Hin Har\Hin Mahadev\Eng also\Eng ,39473,negative
1721,1134045412766208001,Happy Birthday to You Mr     Hari Ram Kishori Lal Senior Leader #PPP Minister Minority Affairs & Food Govt of Sindh https//t    co/B3YTgPFCrm,Happy\Hin Birthday\Hin to\Eng You\Hin Mr\Hin Hari\Eng Ram\Hin Kishori\Hin Lal\Hin Senior\Eng Leader\Eng #\O PPP\Eng Minister\Eng Minority\Eng Affairs\Eng &\O Food\Eng Govt\Eng of\Eng Sindh\Eng https\Eng //\O t\Eng co\Eng /\O B3YTgPFCrm\Eng ,39480,positive
1722,1134108456166682624,#TheGiftOfEducation thanku so much guru ji aapki Rehmat se hum sab ye kr pate h https//t    co/DYPWSgrixs,#\O TheGiftOfEducation\Eng thanku\Eng so\Eng much\Eng guru\Hin ji\Hin aapki\Hin Rehmat\Hin se\Hin hum\Hin sab\Hin ye\Hin kr\Hin pate\Hin h\Eng https\Eng //\O t\Eng co\Eng /\O DYPWSgrixs\Eng ,39486,positive
1723,1134036142238552065,@ashutosh83B CHUTIA     BLACK     DOG     JO     SACHAA HOGAA ACHAA     HOGAA     ISKO     BURAAYI     KOI     BHI     NAHI     KARTAA     CONGRESS     TE… https//t    co/ZtAGtE9GdM,@\O ashutosh83B\Eng CHUTIA\Eng BLACK\Hin DOG\Hin JO\Hin SACHAA\Hin HOGAA\Hin ACHAA\Hin HOGAA\Hin ISKO\Hin BURAAYI\Hin KOI\Hin BHI\Hin NAHI\Hin KARTAA\Hin CONGRESS\Hin TE\Eng …\O https\Eng //\O t\Eng co\Hin /\O ZtAGtE9GdM\Hin ,39511,negative
1724,1135181637401042944,@DrRizwanAhmed1 @AmitShah Sach to yh hai ki Desh drohita hamare mul mai nahi  ! Hamare khoon mai nahi ! Kuch b… https//t.co/ifNcTRcW5B,@\O DrRizwanAhmed1\Eng @\O AmitShah\Eng Sach\Hin to\Hin yh\Hin hai\Hin ki\Hin Desh\Hin drohita\Hin hamare\Hin mul\Hin mai\Hin nahi\Hin !\O Hamare\Hin khoon\Hin mai\Hin nahi\Hin !\O Kuch\Hin b\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O ifNcTRcW5B\Eng ,39529,negative
1725,1133934933867728897,@Stubborn_Soull Don't laugh while asking Varna zyada maar khayega 😎,@\O Stubborn\Eng _\O Soull\Eng Don't\Eng laugh\Eng while\Eng asking\Eng Varna\Hin zyada\Hin maar\Hin khayega\Hin 😎\EMT ,39653,negative
1726,1134401479480156160,@marrjao @Shining__star77 Ohho Very beautiful eyes yarrrrr,@\O marrjao\Hin @\O Shining\Eng __\O star77\Eng Ohho\Eng Very\Hin beautiful\Eng eyes\Hin yarrrrr\Hin ,39736,positive
1727,1134105035736985600,@ashutosh83B Sab se jiyeda debate toh religious ko lekr hoti hai.. Or log apna dharam padhte nahi jo yeh log batate… https//t.co/XoTrDwwQup,@\O ashutosh83B\Eng Sab\Hin se\Hin jiyeda\Hin debate\Hin toh\Eng religious\Eng ko\Eng lekr\Hin hoti\Hin hai\Hin ..\O Or\Hin log\Hin apna\Hin dharam\Hin padhte\Hin nahi\Hin jo\Hin yeh\Hin log\Hin batate\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O XoTrDwwQup\Hin ,39757,neutral
1728,1134530656828968960,Aap sabhi jimmedar log jo desh ki tarakki kar rahe hain tarif ke layak haikam se kam inverter aur generator ka business to improve hoga,Aap\Hin sabhi\Hin jimmedar\Hin log\Hin jo\Hin desh\Hin ki\Hin tarakki\Hin kar\Hin rahe\Hin hain\Hin tarif\Hin ke\Hin layak\Hin haikam\Hin se\Hin kam\Eng inverter\Eng aur\Eng generator\Eng ka\Eng business\Eng to\Eng improve\Eng hoga\Hin ,39772,neutral
1729,1134668962053074945,@Atheist_Krishna Abe sale chirkut tu hai kaun..... Khamkha Ki footage leke apne career ko accelerate karne wale...,@\O Atheist\Eng _\O Krishna\Eng Abe\Hin sale\Hin chirkut\Hin tu\Hin hai\Hin kaun\Hin .....\O Khamkha\Hin Ki\Hin footage\Eng leke\Hin apne\Hin career\Eng ko\Eng accelerate\Eng karne\Hin wale\Hin ...\O ,39785,negative
1730,1133630499228856321,Just 1 day to go @cricketworldcup Dil to Dhadak ta hai ji.... Kon jitega #WC19 Vote kare apko kya lagta Can govt.… https//t.co/vXKAeoGfiz,Just\Eng 1\O day\Eng to\Eng go\Eng @\O cricketworldcup\Hin Dil\Hin to\Hin Dhadak\Hin ta\Hin hai\Hin ji\Hin ....\O Kon\Hin jitega\Hin #\O WC19\Eng Vote\Eng kare\Hin apko\Hin kya\Hin lagta\Hin Can\Eng govt\Eng .…\O https\Eng //\O t\Eng .\O co\Hin /\O vXKAeoGfiz\Hin ,39790,neutral
1731,1133437268021014528,@VIVEK01SHARMA . . A vyapari hai usdin Modi ji k photos aur dialogs k CD bechega....!!!,@\O VIVEK01SHARMA\Eng .\O .\O A\Hin vyapari\Hin hai\Hin usdin\Hin Modi\Hin ji\Hin k\Eng photos\Eng aur\Eng dialogs\Eng k\Eng CD\Hin bechega\Hin ....!!!\O ,39853,neutral
1732,1133978035097677824,@ashutosh83B Aise bikaaua media me kisi ko nhi jaana chahiye             Kaaash Congress 2013 me Anna ko jail me daal deti t… https//t    co/i24ZQNDL9f,@\O ashutosh83B\Eng Aise\Eng bikaaua\Hin media\Hin me\Hin kisi\Hin ko\Hin nhi\Hin jaana\Hin chahiye\Hin Kaaash\Hin Congress\Hin 2013\O me\Hin Anna\Hin ko\Hin jail\Hin me\Hin daal\Hin deti\Hin t\Eng …\O https\Eng //\O t\Eng co\Eng /\O i24ZQNDL9f\Eng ,39854,negative
1733,1134584125669687297,“You say you love rain but you use an umbrella to walk under it. You say you love sun but you seek shelter when i… https//t.co/GuOv5YOtxQ,“\O You\Hin say\Eng you\Hin love\Eng rain\Eng but\Hin you\Eng use\Eng an\Eng umbrella\Eng to\Eng walk\Eng under\Eng it\Eng .\O You\Hin say\Eng you\Hin love\Hin sun\Eng but\Eng you\Hin seek\Eng shelter\Eng when\Eng i\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O GuOv5YOtxQ\Eng ,39855,neutral
1734,1134944980009660417,Wo pochna tha ke CSS ki topper #LUMS ki student hai iss saal. Pink Day Viral karne walon ki ass ko rozay main Burno… https//t.co/9yYKwKR4BN,Wo\Hin pochna\Hin tha\Hin ke\Hin CSS\Eng ki\Eng topper\Eng #\O LUMS\Eng ki\Eng student\Eng hai\Hin iss\Hin saal\Hin .\O Pink\Eng Day\Eng Viral\Hin karne\Hin walon\Hin ki\Hin ass\Hin ko\Hin rozay\Hin main\Eng Burno\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O 9yYKwKR4BN\Eng ,39859,neutral
1735,1133029066754404352,@PiyushGoyal sir ji mai vikas tiwari meri taraf se aap ko namste dishtik bhadhohi tahsil aurai uttarpradeh ke madha… https//t.co/mAzVpftp79,@\O PiyushGoyal\Hin sir\Hin ji\Hin mai\Hin vikas\Hin tiwari\Hin meri\Hin taraf\Hin se\Hin aap\Hin ko\Hin namste\Hin dishtik\Hin bhadhohi\Hin tahsil\Hin aurai\Hin uttarpradeh\Hin ke\Hin madha\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O mAzVpftp79\Eng ,39869,positive
1736,1132210677144178689,She's in paris in this picture was in london a few hours before this and germany before that.... does jet lag not… https//t.co/TFzkdCVlGG,She's\Eng in\Eng paris\Eng in\Eng this\Eng picture\Eng was\Eng in\Eng london\Hin a\Eng few\Eng hours\Eng before\Eng this\Eng and\Eng germany\Eng before\Eng that\Eng ....\O does\Eng jet\Eng lag\Eng not\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O TFzkdCVlGG\Hin ,39918,neutral
1737,1134378650994958337,RT @Pagal_hun_mai_ @TarekFatah We are proud that our Caption @SarfarazA_54 Wore the Traditional Dress of His Country We are proud of you @…,RT\Eng @\O Pagal\Hin _\O hun\Hin _\O mai\Hin _\O @\O TarekFatah\Hin We\Eng are\Eng proud\Eng that\Eng our\Eng Caption\Eng @\O SarfarazA\Hin _\O 54\O Wore\Hin the\Eng Traditional\Eng Dress\Eng of\Eng His\Eng Country\Eng We\Eng are\Eng proud\Eng of\Eng you\Eng @…\O ,39984,positive
1738,1132692966764449795,@bonghsa @imMAK02 Musalman ek jaise nahi  sochte     Hinduo ek jaise nahi sochte Hinduo me bhi chor lutere daaku aat… https//t    co/F4wsxhJlBD,@\O bonghsa\Eng @\O imMAK02\Eng Musalman\Eng ek\Hin jaise\Hin nahi\Hin sochte\Hin Hinduo\Hin ek\Hin jaise\Hin nahi\Hin sochte\Hin Hinduo\Hin me\Hin bhi\Hin chor\Hin lutere\Hin daaku\Hin aat\Hin …\O https\Eng //\O t\Eng co\Eng /\O F4wsxhJlBD\Eng ,40026,neutral
1739,1134949531315974144,@ModiLeDubega Tu saale muslims ki vote lekar bihar me cm bna tera or teri olad ka sapna bn jaayega chara chor dalll… https//t.co/oWh6GSRaRs,@\O ModiLeDubega\Hin Tu\Hin saale\Hin muslims\Eng ki\Hin vote\Hin lekar\Hin bihar\Hin me\Hin cm\Eng bna\Hin tera\Hin or\Hin teri\Hin olad\Hin ka\Hin sapna\Hin bn\Hin jaayega\Hin chara\Hin chor\Hin dalll\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O oWh6GSRaRs\Hin ,40048,negative
1740,1133954133747150848,@Tharakipan Google ko galat question mat diya karo godi media puchta toh pata chalta na Ghonchu 😂😂😂 https//t    co/Kck0bz28Eg,@\O Tharakipan\Hin Google\Hin ko\Hin galat\Hin question\Hin mat\Hin diya\Hin karo\Hin godi\Hin media\Hin puchta\Hin toh\Hin pata\Hin chalta\Hin na\Hin Ghonchu\Hin 😂😂😂\O https\Eng //\O t\Eng co\Eng /\O Kck0bz28Eg\Eng ,40053,negative
1741,1134676309978865664,@kofi_233 Unity love and togetherness are expensive. Good luck.,@\O kofi\Hin _\O 233\O Unity\Eng love\Eng and\Eng togetherness\Eng are\Eng expensive\Eng .\O Good\Hin luck\Hin .\O ,40060,positive
1742,1134428509617754112,In kanjroon ko match fees nahi daini chaiye Aur jo 15 din say England main reh rahey hain Us ka kharcha bji in ki j… https//t.co/pUnvYELDaN,In\Hin kanjroon\Hin ko\Hin match\Eng fees\Eng nahi\Hin daini\Hin chaiye\Hin Aur\Hin jo\Hin 15\O din\Hin say\Hin England\Eng main\Hin reh\Hin rahey\Hin hain\Hin Us\Hin ka\Hin kharcha\Hin bji\Hin in\Hin ki\Hin j\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O pUnvYELDaN\Hin ,40074,negative
1743,1131870896023465984,@tanisharma077 @AlokTiwari9335 @kajal_jaihind Bahut bahut subhkamnaye hamare nagpur se bhi .......................Jai shree ram,@\O tanisharma077\Eng @\O AlokTiwari9335\Eng @\O kajal\Eng _\O jaihind\Hin Bahut\Hin bahut\Hin subhkamnaye\Hin hamare\Hin nagpur\Eng se\Hin bhi\Hin .......................\O Jai\Hin shree\Hin ram\Hin ,40078,positive
1744,1131463848593174528,@ShashiTharoor Arrreee yaar maro goli                  apne aap ko     Double MURDER is always forgiven Yea kia bakwas ker rahe ho… https//t    co/QsPl5Lc4E3,@\O ShashiTharoor\Hin Arrreee\Hin yaar\Hin maro\Hin goli\Hin apne\Hin aap\Hin ko\Hin Double\Hin MURDER\Hin is\Hin always\Eng forgiven\Eng Yea\Eng kia\Hin bakwas\Hin ker\Hin rahe\Hin ho\Hin …\O https\Eng //\O t\Eng co\Eng /\O QsPl5Lc4E3\Eng ,40106,negative
1745,1132294403505020928,@Nidhi @narendramodi 0 LS seat for Minorites! Feku sudrega nahi.,@\O Nidhi\Hin @\O narendramodi\Hin 0\O LS\Eng seat\Eng for\Eng Minorites\Eng !\O Feku\Eng sudrega\Hin nahi\Hin .\O ,40118,negative
1746,1134538053647777793,@Rahil86375473 Nahi rahil ye unko jwab he jo nafrate faelane ki kasam kha chuke he zher jese wo log Allah ag lgane… https//t.co/r8JG5CLFWF,@\O Rahil86375473\Eng Nahi\Eng rahil\Hin ye\Hin unko\Hin jwab\Hin he\Hin jo\Hin nafrate\Hin faelane\Hin ki\Hin kasam\Hin kha\Hin chuke\Hin he\Eng zher\Eng jese\Hin wo\Hin log\Hin Allah\Hin ag\Hin lgane\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O r8JG5CLFWF\Eng ,40153,negative
